sku,description,product_class,shelf_life_days,unit_cost_usd,supplier_id,supplier_accepts_returns
SKU-0949,Oral rehydration salts 30 ct,HEALTHCARE,550,32.58,SUP-22,N
SKU-0950,Paneer 500 ml,FOOD_CHILLED,121,14.11,SUP-54,Y
SKU-0951,Cooking sauce twin pack,FOOD_AMBIENT,572,3.24,SUP-47,N
SKU-0952,Biscuits family pack,FOOD_AMBIENT,533,1.12,SUP-49,N
SKU-0953,Vitamin C tablets pack of 10,HEALTHCARE,536,20.17,SUP-20,Y
SKU-0954,Cornflakes twin pack,FOOD_AMBIENT,419,4.87,SUP-31,Y
SKU-0955,Spice mix twin pack,FOOD_AMBIENT,625,0.64,SUP-25,N
SKU-0956,Iron supplement 30 ct,HEALTHCARE,1064,38.37,SUP-59,Y
SKU-0957,Fruit jam family pack,FOOD_AMBIENT,622,7.52,SUP-22,Y
SKU-0958,Sandwich pack 6 pack,FOOD_CHILLED,57,4.95,SUP-26,Y
SKU-0959,Cream 6 pack,FOOD_CHILLED,140,4.76,SUP-50,Y
SKU-0960,Peanut butter 500 g,FOOD_AMBIENT,364,4.1,SUP-44,Y
SKU-0961,Fresh milk 6 pack,FOOD_CHILLED,46,7.05,SUP-07,N
SKU-0962,Fruit jam family pack,FOOD_AMBIENT,404,8.84,SUP-13,Y
SKU-0963,Calcium tablets 200 ml,HEALTHCARE,459,5.1,SUP-43,N
SKU-0964,Cheese slices 250 g,FOOD_CHILLED,121,10.11,SUP-06,N
SKU-0965,Tea 250 g,FOOD_AMBIENT,564,8.05,SUP-52,N
SKU-0966,Dessert cup 4 pack,FOOD_CHILLED,59,10.89,SUP-19,Y
SKU-0967,Hand sanitiser 100 ml,HEALTHCARE,442,26.63,SUP-50,Y
SKU-0968,Peanut butter 500 g,FOOD_AMBIENT,443,2.36,SUP-18,N
SKU-0969,Antiseptic solution 30 ct,HEALTHCARE,762,15.31,SUP-17,N
SKU-0970,Cough syrup pack of 10,HEALTHCARE,547,19.3,SUP-60,Y
SKU-0971,Salted snacks 500 g,FOOD_AMBIENT,362,7.92,SUP-10,Y
SKU-0972,Cooking sauce 500 g,FOOD_AMBIENT,403,7.56,SUP-59,Y
SKU-0973,Cough syrup 30 ct,HEALTHCARE,470,4.29,SUP-37,N
SKU-0974,Oats 1 kg,FOOD_AMBIENT,199,10.81,SUP-42,N
SKU-0975,Hand sanitiser 100 ml,HEALTHCARE,403,27.59,SUP-10,N
SKU-0976,Salted snacks twin pack,FOOD_AMBIENT,183,6.43,SUP-31,Y
SKU-0977,Lentils twin pack,FOOD_AMBIENT,411,0.54,SUP-08,Y
SKU-0978,Hand sanitiser 100 ml,HEALTHCARE,732,15.34,SUP-26,Y
SKU-0979,Cream 4 pack,FOOD_CHILLED,56,6.43,SUP-06,N
SKU-0980,First-aid kit refill 60 ct,HEALTHCARE,661,26.97,SUP-36,Y
SKU-0981,Antiseptic solution pack of 10,HEALTHCARE,1041,10.07,SUP-58,Y
SKU-0982,Egg tray 1 l,FOOD_CHILLED,90,8.07,SUP-48,Y
SKU-0983,Vitamin C tablets 200 ml,HEALTHCARE,562,3.94,SUP-16,Y
SKU-0984,Fresh milk 4 pack,FOOD_CHILLED,146,8.8,SUP-32,Y
SKU-0985,Oats 500 g,FOOD_AMBIENT,196,0.93,SUP-22,N
SKU-0986,Wheat flour 250 g,FOOD_AMBIENT,595,1.86,SUP-30,N
SKU-0987,Digital thermometer strips 200 ml,HEALTHCARE,914,8.51,SUP-15,N
SKU-0988,Wheat flour 500 g,FOOD_AMBIENT,324,6.12,SUP-31,N
SKU-0989,Cold cuts 500 ml,FOOD_CHILLED,50,4.78,SUP-01,Y
SKU-0990,Vitamin C tablets 30 ct,HEALTHCARE,679,33.37,SUP-30,N
SKU-0991,Chocolate bar 500 g,FOOD_AMBIENT,245,9.9,SUP-08,Y
SKU-0992,Soup mix 1 kg,FOOD_AMBIENT,405,1.23,SUP-28,Y
SKU-0993,Salted snacks 250 g,FOOD_AMBIENT,512,1.89,SUP-35,Y
SKU-0994,Biscuits family pack,FOOD_AMBIENT,226,7.32,SUP-05,Y
SKU-0995,Tea family pack,FOOD_AMBIENT,605,2.43,SUP-36,Y
SKU-0996,Pasta 250 g,FOOD_AMBIENT,221,2.03,SUP-25,N
SKU-0997,Basmati rice 500 g,FOOD_AMBIENT,678,1.43,SUP-12,N
SKU-0998,Eye drops 100 ml,HEALTHCARE,1032,24.97,SUP-27,N
SKU-0999,Sugar family pack,FOOD_AMBIENT,309,2.87,SUP-34,Y
SKU-1000,Pasta 500 g,FOOD_AMBIENT,358,7.52,SUP-39,Y
SKU-1001,Ready meal 4 pack,FOOD_CHILLED,123,14.33,SUP-23,Y
SKU-1002,Cornflakes 250 g,FOOD_AMBIENT,421,2.71,SUP-07,N
SKU-1003,Cornflakes 1 kg,FOOD_AMBIENT,699,3.02,SUP-18,Y
SKU-1004,Cooking oil twin pack,FOOD_AMBIENT,332,8.38,SUP-32,Y
SKU-1005,Cream 4 pack,FOOD_CHILLED,50,2.23,SUP-19,Y
SKU-1006,Breakfast cereal twin pack,FOOD_AMBIENT,522,7.59,SUP-03,Y
SKU-1007,Vitamin C tablets 30 ct,HEALTHCARE,915,9.51,SUP-32,Y
SKU-1008,Lentils 250 g,FOOD_AMBIENT,420,8.8,SUP-38,Y
SKU-1009,Antacid syrup 60 ct,HEALTHCARE,1058,36.24,SUP-50,Y
SKU-1010,Antacid syrup pack of 10,HEALTHCARE,465,11.77,SUP-56,Y
SKU-1011,Dessert cup 6 pack,FOOD_CHILLED,73,2.49,SUP-32,Y
SKU-1012,Antiseptic solution 200 ml,HEALTHCARE,513,11.0,SUP-30,Y
SKU-1013,Bandage roll 60 ct,HEALTHCARE,504,19.94,SUP-41,Y
SKU-1014,Breakfast cereal 500 g,FOOD_AMBIENT,387,4.36,SUP-45,Y
SKU-1015,Breakfast cereal twin pack,FOOD_AMBIENT,319,1.78,SUP-30,Y
SKU-1016,Sandwich pack 4 pack,FOOD_CHILLED,88,4.47,SUP-39,Y
SKU-1017,Soup mix 250 g,FOOD_AMBIENT,354,7.15,SUP-55,Y
SKU-1018,Cooking sauce 1 kg,FOOD_AMBIENT,714,6.13,SUP-38,Y
SKU-1019,Oral rehydration salts pack of 10,HEALTHCARE,650,3.54,SUP-48,N
SKU-1020,Antacid syrup 60 ct,HEALTHCARE,700,19.07,SUP-58,N
SKU-1021,Tea 500 g,FOOD_AMBIENT,185,5.3,SUP-03,N
SKU-1022,Eye drops 200 ml,HEALTHCARE,881,4.24,SUP-26,Y
SKU-1023,First-aid kit refill pack of 10,HEALTHCARE,1078,33.39,SUP-32,Y
SKU-1024,Cornflakes twin pack,FOOD_AMBIENT,192,8.47,SUP-14,Y
SKU-1025,Canned tomatoes 500 g,FOOD_AMBIENT,424,7.95,SUP-02,Y
SKU-1026,Canned tomatoes 250 g,FOOD_AMBIENT,345,8.59,SUP-48,Y
SKU-1027,Ready meal 1 l,FOOD_CHILLED,104,11.92,SUP-12,N
SKU-1028,Fruit juice 250 g,FOOD_CHILLED,125,7.77,SUP-56,N
SKU-1029,Antiseptic solution 30 ct,HEALTHCARE,1072,15.32,SUP-19,Y
SKU-1030,Breakfast cereal 500 g,FOOD_AMBIENT,392,9.56,SUP-40,N
SKU-1031,Wheat flour family pack,FOOD_AMBIENT,707,11.37,SUP-57,Y
SKU-1032,Fresh pasta 250 g,FOOD_CHILLED,91,7.78,SUP-24,Y
SKU-1033,Cornflakes 1 kg,FOOD_AMBIENT,248,6.95,SUP-09,N
SKU-1034,Pasta 250 g,FOOD_AMBIENT,296,7.96,SUP-56,N
SKU-1035,Cheese slices 500 ml,FOOD_CHILLED,141,11.56,SUP-21,Y
SKU-1036,Cough syrup 100 ml,HEALTHCARE,880,28.17,SUP-04,Y
SKU-1037,Fruit jam 250 g,FOOD_AMBIENT,643,6.09,SUP-54,Y
SKU-1038,Eye drops 200 ml,HEALTHCARE,909,28.1,SUP-58,Y
SKU-1039,Soup mix 500 g,FOOD_AMBIENT,556,9.7,SUP-13,N
SKU-1040,Oats 1 kg,FOOD_AMBIENT,269,1.42,SUP-19,N
SKU-1041,Lentils 500 g,FOOD_AMBIENT,291,2.39,SUP-45,Y
SKU-1042,Tea 500 g,FOOD_AMBIENT,389,6.49,SUP-19,Y
SKU-1043,Cream 1 l,FOOD_CHILLED,114,14.08,SUP-23,Y
SKU-1044,Egg tray 500 ml,FOOD_CHILLED,127,1.79,SUP-05,Y
SKU-1045,Pasta twin pack,FOOD_AMBIENT,712,7.91,SUP-38,Y
SKU-1046,Cream 6 pack,FOOD_CHILLED,145,5.91,SUP-43,N
SKU-1047,Digital thermometer strips 100 ml,HEALTHCARE,926,19.47,SUP-37,Y
SKU-1048,First-aid kit refill 100 ml,HEALTHCARE,678,9.35,SUP-15,Y
SKU-1049,Cough syrup 100 ml,HEALTHCARE,413,8.49,SUP-30,N
SKU-1050,Soup mix family pack,FOOD_AMBIENT,344,8.69,SUP-12,N
SKU-1051,Digital thermometer strips 60 ct,HEALTHCARE,1090,28.64,SUP-11,Y
SKU-1052,Wheat flour twin pack,FOOD_AMBIENT,504,7.11,SUP-17,Y
SKU-1053,Biscuits family pack,FOOD_AMBIENT,215,8.15,SUP-10,Y
SKU-1054,Cornflakes 500 g,FOOD_AMBIENT,346,6.64,SUP-59,Y
SKU-1055,Sugar family pack,FOOD_AMBIENT,328,11.4,SUP-10,Y
SKU-1056,Cornflakes family pack,FOOD_AMBIENT,699,4.31,SUP-31,N
SKU-1057,Chocolate bar twin pack,FOOD_AMBIENT,330,9.7,SUP-22,N
SKU-1058,Egg tray 500 ml,FOOD_CHILLED,106,13.65,SUP-44,Y
SKU-1059,Canned tomatoes 1 kg,FOOD_AMBIENT,205,5.12,SUP-29,Y
SKU-1060,Peanut butter 1 kg,FOOD_AMBIENT,236,7.49,SUP-38,Y
SKU-1061,Sandwich pack 250 g,FOOD_CHILLED,143,5.25,SUP-06,Y
SKU-1062,Oats twin pack,FOOD_AMBIENT,269,11.72,SUP-13,Y
SKU-1063,Calcium tablets 30 ct,HEALTHCARE,984,21.93,SUP-59,N
SKU-1064,Salted snacks twin pack,FOOD_AMBIENT,331,8.73,SUP-24,Y
SKU-1065,Basmati rice family pack,FOOD_AMBIENT,471,4.47,SUP-29,N
SKU-1066,Fresh milk 1 l,FOOD_CHILLED,72,11.33,SUP-48,N
SKU-1067,Sandwich pack 1 l,FOOD_CHILLED,101,5.4,SUP-47,N
SKU-1068,Tea family pack,FOOD_AMBIENT,268,2.15,SUP-31,N
SKU-1069,Hummus 6 pack,FOOD_CHILLED,87,2.39,SUP-49,Y
SKU-1070,Basmati rice family pack,FOOD_AMBIENT,599,7.85,SUP-27,Y
SKU-1071,Oral rehydration salts 60 ct,HEALTHCARE,1092,24.01,SUP-13,Y
SKU-1072,Fresh pasta 250 g,FOOD_CHILLED,82,8.98,SUP-53,N
SKU-1073,Chocolate bar twin pack,FOOD_AMBIENT,491,6.18,SUP-15,Y
SKU-1074,Basmati rice twin pack,FOOD_AMBIENT,337,3.52,SUP-08,N
SKU-1075,Hand sanitiser pack of 10,HEALTHCARE,659,18.43,SUP-59,N
SKU-1076,Cheese slices 4 pack,FOOD_CHILLED,48,3.11,SUP-32,N
SKU-1077,Fresh milk 6 pack,FOOD_CHILLED,121,11.57,SUP-31,Y
SKU-1078,Breakfast cereal 500 g,FOOD_AMBIENT,667,11.7,SUP-24,Y
SKU-1079,Chocolate bar 1 kg,FOOD_AMBIENT,197,10.22,SUP-38,Y
SKU-1080,Peanut butter 1 kg,FOOD_AMBIENT,652,10.6,SUP-23,Y
SKU-1081,Cough syrup 100 ml,HEALTHCARE,734,18.52,SUP-04,Y
SKU-1082,Spice mix 1 kg,FOOD_AMBIENT,258,6.41,SUP-49,Y
SKU-1083,Sandwich pack 4 pack,FOOD_CHILLED,66,8.84,SUP-53,N
SKU-1084,Canned tomatoes family pack,FOOD_AMBIENT,457,8.38,SUP-07,Y
SKU-1085,Fruit jam 250 g,FOOD_AMBIENT,327,0.65,SUP-19,Y
SKU-1086,Oral rehydration salts 60 ct,HEALTHCARE,786,15.59,SUP-07,Y
SKU-1087,Spice mix 250 g,FOOD_AMBIENT,406,10.06,SUP-40,N
SKU-1088,Spice mix 500 g,FOOD_AMBIENT,296,5.3,SUP-08,N
SKU-1089,Basmati rice family pack,FOOD_AMBIENT,671,4.5,SUP-09,N
SKU-1090,Soup mix family pack,FOOD_AMBIENT,715,9.28,SUP-12,N
SKU-1091,Premium basmati rice 5 kg,FOOD_AMBIENT,365,8.0,SUP-08,Y
SKU-1092,Instant oats sachet box,FOOD_AMBIENT,300,4.0,SUP-15,Y
SKU-1093,Vitamin D3 tablets 60 ct,HEALTHCARE,730,5.0,SUP-22,N
SKU-1094,Cooking sauce jar,FOOD_AMBIENT,400,3.0,SUP-29,Y
SKU-1095,Peanut butter 340 g,FOOD_AMBIENT,365,6.0,SUP-36,Y
SKU-1096,Long-life greek yoghurt 4 pack,FOOD_CHILLED,120,6.0,SUP-43,Y
SKU-1097,Gourmet pasta sauce 6 pack,FOOD_AMBIENT,365,6.0,SUP-50,N
SKU-1098,Tea gift box,FOOD_AMBIENT,365,5.0,SUP-57,Y
SKU-1099,Antacid syrup 200 ml,HEALTHCARE,730,12.0,SUP-04,N
SKU-1100,Cornflakes multipack,FOOD_AMBIENT,300,5.0,SUP-11,Y
